Peak,DNase,RNAPII,H3K4me1,Input
scaffold_4-705,3.92,3.86,2.83,1.39
scaffold_7-611,3.74,4.67,5.91,1.3
scaffold_5-553,3.63,2.55,5.27,1.32
scaffold_6-688,3.93,2.99,3.99,1.57
scaffold_5-565,4.01,2.23,3.13,1.3
scaffold_1-1073,3.8,26.41,4.1,1.37
scaffold_65-8,4.3,3.91,6.69,1.29
scaffold_5-569,3.65,1.9,1.67,1.12
scaffold_1-1036,4.35,3.04,4.97,1.26
scaffold_9-477,5.55,21.95,4.87,1.62
scaffold_4-707,3.74,10.87,2.39,1.39
scaffold_4-718,3.6,5.16,4.75,1.38
scaffold_7-607,3.54,5.87,5.71,1.24
scaffold_485-1,3.26,5.49,2.93,1.12
scaffold_6-697,3.81,3.1,3.7,1.55
scaffold_7-624,3.09,20.27,2.9,0.97
scaffold_7-620,3.5,2.72,3.36,1.21
scaffold_9-462,3.6,3.53,3.34,1.48
scaffold_7-597,3.59,1.58,4.52,1.05
scaffold_9-470,3.32,1.2,3.42,1.3
scaffold_2-769,4.3,2.06,4.01,1.01
scaffold_3-546,3.72,4.4,6.63,1.46
scaffold_9-483,3.4,2.55,4.44,1.33
scaffold_8-623,4.31,4.95,3.8,1.37
scaffold_5-574,4.54,5.33,5.67,1.54
scaffold_1-1067,5.14,5.27,3.14,1.45
scaffold_1-1081,4.82,10.6,2.48,1.7
scaffold_4-730,4.6,6.96,3.22,1.58
scaffold_8-598,4.21,65.48,2.66,1.47
scaffold_6-687,4.79,4.08,8,1.37
scaffold_7-608,4.06,7.12,5.31,1.5
scaffold_4-726,4.58,238.28,2.73,0.82
scaffold_9-481,3.46,1.09,2.87,1.18
scaffold_4-712,3.52,1.63,3.76,1.35
scaffold_1-1083,3.69,4.4,3.53,1.49
scaffold_1-1070,3.58,1.25,2.2,1.1
scaffold_6-702,4.96,1.74,4.11,1.59
scaffold_1-1098,4.1,5.92,4.79,1.44
scaffold_6-699,3.43,2.39,4.09,0.99
scaffold_8-610,5.34,15,2.02,1.49
scaffold_1-1055,3.58,1.52,4.65,0.99
scaffold_8-602,4.41,4.51,3.03,1.41
scaffold_4-725,4.34,6.79,2.94,1.68
scaffold_3-551,3.78,2.93,4.23,1.49
scaffold_576-3,4.58,16.79,1.8,1.42
scaffold_4-702,3.81,9.07,5.4,1.23
scaffold_4-716,3.54,1.79,2.8,1.45
scaffold_1-1049,3.45,1.41,3.26,1.23
scaffold_4-694,3.84,7.28,2.88,1.27
scaffold_8-597,3.36,1.41,4.38,0.78
scaffold_1-1056,4.53,2.61,4.7,1.53
scaffold_8-595,3.51,2.5,2.99,1.1
scaffold_8-618,4.26,4.46,2.49,1.22
scaffold_7-615,4.18,4.13,3.64,1.51
scaffold_3-548,3.49,1.09,3.94,1.4
scaffold_6-664,3.6,10.92,1.51,0.99
scaffold_5-570,4.77,1.74,6.95,1.36
scaffold_8-625,3.85,6.14,3.22,1.56
scaffold_8-619,4.59,39.23,4.62,1.2
scaffold_6-674,3.56,3.59,3.47,1.19
scaffold_6-706,3.42,1.41,4.09,1.36
scaffold_1-1086,3.38,2.17,3.02,1.2
scaffold_3-549,3.78,17.5,3.68,1.28
scaffold_4-732,4.51,7.01,2.14,1.43
scaffold_1-1095,3.84,1.96,5.89,1.46
scaffold_100-12,4.74,25.92,2.68,1.6
scaffold_10-263,3.5,1.68,4.07,1.53
scaffold_3-552,5.22,9.29,4.59,1.46
scaffold_4-733,3.63,1.68,3.35,1.25
scaffold_10-260,4.1,9.18,3.62,1.58
scaffold_8-609,3.59,10.6,4.04,1.11
scaffold_6-690,3.62,1.36,3.19,1.33
scaffold_6-700,3.81,2.83,3.95,1.41
scaffold_19-4,3.38,1.14,3.59,0.98
scaffold_5-562,3.84,2.72,3.34,1.44
scaffold_1-1099,3.5,2.88,2.45,1.23
scaffold_2-783,3.68,4.29,5.4,1.13
scaffold_8-630,4.86,1.47,3.75,0.77
scaffold_4-739,4.3,4.02,6.13,1.5
scaffold_6-705,5.64,146.83,1.34,1.78
scaffold_8-641,4,10.16,2.72,1.43
scaffold_4-738,4.18,7.93,3.87,1.42
scaffold_8-629,3.9,6.25,4.05,1.48
scaffold_10-269,5.14,28.37,2.72,1.55
scaffold_6-701,4.24,9.18,5.07,1.67
scaffold_8-575,5.49,212.2,1.11,1.51
scaffold_7-604,4.47,3.91,2.88,1.6
scaffold_1-1076,3.64,3.1,3.97,1.09
scaffold_10-258,3.9,1.9,3.68,1.68
scaffold_5-579,3.13,4.35,1.99,0.83
scaffold_7-622,4.51,13.75,1.79,1.42
scaffold_89-2,3.68,5.92,2.2,1.21
scaffold_8-627,3.77,3.97,3.92,1.33
scaffold_6-682,3.76,1.79,4.26,1.22
scaffold_1-1105,3.72,2.45,2.64,0.86
scaffold_8-606,4.1,10.54,4.85,1.65
scaffold_3-565,5.12,4.08,3.07,1.53
scaffold_8-620,4,9.02,3.03,1.59
scaffold_1-1123,3.53,6.03,3.17,1.25
scaffold_232-5,4.53,221,0.97,1.3
scaffold_8-632,2.78,1.96,2.84,0.63
scaffold_140-2,3.35,2.17,3.51,1.2
scaffold_8-615,4.24,3.59,2.95,1.45
scaffold_4-742,3.43,1.3,3.87,1.18
scaffold_6-714,4.42,3.48,6.25,1.53
scaffold_1-1111,3.75,2.61,3.39,1.43
scaffold_6-713,3.28,10.76,4.9,1.42
scaffold_4-700,3.95,8.75,4.58,1.33
scaffold_4-713,4.05,3.8,3.92,1.44
scaffold_1-1057,4.39,0.82,2.39,1.22
scaffold_24-25,3.37,4.56,3.13,1.21
scaffold_2-787,3.84,8.97,2.88,1.38
scaffold_1-1114,3.65,8.97,4.11,1.44
scaffold_8-586,4.4,9.67,2.97,1.34
scaffold_5-572,3.66,22.99,5.9,1.43
scaffold_4-715,3.95,4.89,1.55,1.29
scaffold_1-1118,5.62,5.38,2.73,1.71
scaffold_6-708,4.21,4.67,4.88,1.59
scaffold_7-633,3.62,2.61,5.44,1.41
scaffold_5-571,3.31,8.69,3.54,0.91
scaffold_5-577,4.66,5.6,7.65,1.54
scaffold_7-627,3.19,2.99,1.92,1.21
scaffold_3-545,5.36,30.16,1.34,1.51
scaffold_1-1101,4.5,4.29,5.17,1.28
scaffold_7-612,4.56,119.06,3.17,1.48
scaffold_9-487,4.08,2.45,4.18,1.53
scaffold_3-544,3.83,7.66,3.26,1.11
scaffold_6-712,3.21,2.45,4.18,1.36
scaffold_10-264,3.31,2.12,2.53,1.24
scaffold_1-1096,3.51,2.99,4.69,1.16
scaffold_6-707,3.91,10.98,3.41,1.59
scaffold_1-1100,3.5,5.27,3.62,1.03
scaffold_3-560,4.67,2.99,2.79,1.54
scaffold_1-1077,4.08,9.56,2.3,1.43
scaffold_38-38,3.33,2.12,3.41,1.22
scaffold_7-626,4.55,10.27,2.94,1.74
scaffold_6-696,4.01,13.15,3.94,1.5
scaffold_5-578,4.61,126.94,2.3,0.99
scaffold_2-778,3.21,1.47,3.14,0.94
scaffold_1-1091,3.71,1.2,3.63,1.33
scaffold_3-556,4.69,1.25,3.81,1.65
scaffold_8-636,4.32,4.95,2.54,1.45
scaffold_10-265,3.31,1.74,2.84,1.26
scaffold_3-558,4.45,60.75,2.35,1.38
scaffold_3-555,3.83,6.74,3.65,1.28
scaffold_8-634,3.62,3.26,3.36,1.13
scaffold_4-728,4.32,3.53,3.35,1.46
scaffold_7-623,3.92,17.72,3.47,1.42
scaffold_1-1107,4.03,1.52,3.92,1.46
scaffold_2-788,4.02,2.5,4.85,1.54
scaffold_1-1072,3.49,3.8,3.11,1.3
scaffold_4-723,3.49,2.23,2.78,1.03
scaffold_5-566,5.31,6.85,7.98,1.55
scaffold_4-743,3.85,4.24,3.35,1.37
scaffold_4-740,4.05,3.15,4.09,1.32
scaffold_4-696,4.68,10.81,2.18,1.46
scaffold_7-634,3.36,1.74,4.9,1.16
scaffold_4-748,4,17.5,4.06,1.63
scaffold_4-746,3.79,1.63,2.77,1.32
scaffold_7-637,3.81,1.85,1.67,1.39
scaffold_8-624,3.61,2.17,3.75,1.23
scaffold_5-584,3.82,3.59,2.79,1.39
scaffold_6-715,5.75,51.79,1.54,1.59
scaffold_2-776,3.67,5.05,3.36,1.36
scaffold_9-485,4.97,8.48,2.07,1.56
scaffold_3-571,3.15,1.25,3.42,0.96
scaffold_6-716,3.45,9.24,3.54,1.09
scaffold_3-563,3.98,4.13,2.87,1.38
scaffold_7-613,4.54,6.14,2.35,1.27
scaffold_1-1119,3.95,1.25,7.45,1.59
scaffold_4-729,2.77,2.23,1.43,0.75
scaffold_9-490,2.94,5,4.4,0.92
scaffold_1-1115,3.62,3.04,2.07,1.25
scaffold_5-568,5.07,170.58,1.6,1.43
scaffold_1-1092,5,9.78,3.43,1.63
scaffold_7-630,5.91,19.13,2.83,1.59
scaffold_4-745,3.91,2.5,4.45,1.41
scaffold_7-614,3.46,2.12,2.99,0.83
scaffold_1-1138,4.31,13.8,5.03,1.58
scaffold_38-40,4.91,79.5,2.94,0.87
scaffold_7-618,3.96,20.54,1.46,1.15
scaffold_24-26,3.42,9.07,2.58,1.19
scaffold_3-557,3.42,5.05,5.08,1.36
scaffold_1-1108,3.58,2.01,5.65,1.31
scaffold_4-731,4.42,32.66,1.72,1.42
scaffold_1-1125,3.96,7.17,5.96,1.27
scaffold_1-1088,4.01,3.64,4.32,1.51
scaffold_1-1121,4.4,6.85,4.78,1.63
scaffold_8-616,5.49,211.93,1.11,1.51
scaffold_1-1094,4.24,1.52,3.29,1.49
scaffold_10-257,3.24,1.3,2.74,1.35
scaffold_10-267,3.22,2.28,4.45,1.26
scaffold_5-580,4.07,2.06,3.42,1.45
scaffold_9-493,3.46,7.66,2.47,1.36
scaffold_9-494,3.51,0.98,2.94,1.46
scaffold_4-735,3.19,1.74,3.13,0.89
scaffold_8-635,2.81,1.85,2.82,0.95
scaffold_9-480,3.76,3.37,3.87,1.48
scaffold_1-1071,3.73,4.08,2.67,1.26
scaffold_4-753,3.57,4.24,5.3,1.3
scaffold_3-567,3.29,1.14,2.45,1.39
scaffold_8-638,3.52,1.52,4.96,1.35
scaffold_1-1113,3.66,1.47,7.07,1.5
scaffold_3-569,5.13,3.53,6.35,1.7
scaffold_7-635,3.41,1.14,3.75,1.47
scaffold_6-658,4.37,42.77,2.71,0.58
scaffold_5535-1,3.02,3.53,3.57,1.51
scaffold_6-709,3.92,4.08,5.45,1.37
scaffold_1-1079,3.19,0.65,3.77,1.27
scaffold_4-755,3.73,7.83,5.3,1.36
scaffold_2-786,3.37,1.96,4.79,1.27
scaffold_27-5,3.38,1.2,3.25,1.47
scaffold_4-721,3.92,7.12,7.39,1.26
scaffold_8-631,3.8,1.68,3.6,1.37
scaffold_6-710,4.04,9.67,2.53,1.08
scaffold_7-642,3.63,12.99,3,1.21
scaffold_4-736,3.63,2.99,5.32,1.43
scaffold_1-1132,3.95,11.09,3.03,1.49
scaffold_1-1104,4.68,13.31,2.26,1.51
scaffold_8-645,3.54,2.12,4.36,1.42
scaffold_3-577,3.78,2.88,4.3,1.18
scaffold_10-271,3.51,2.5,3.22,1.51
scaffold_2-804,4.05,13.75,5.45,1.3
scaffold_9-501,3.98,3.7,5.04,1.17
scaffold_676-2,3.53,1.96,4.18,1.27
scaffold_29-2,3.59,2.39,4.17,1.39
scaffold_7-629,4.1,2.99,4.22,1.61
scaffold_1-1117,3.82,16.52,3.1,1.25
scaffold_194-1,3.19,2.55,3.51,1.29
scaffold_6-726,3.8,1.14,3.87,1.44
scaffold_5-595,4.39,1.74,3.36,1.53
scaffold_8-621,3.5,1.63,3.63,1.08
scaffold_6-718,4.17,2.61,3.51,1.61
scaffold_6-734,3.96,1.79,4.96,0.99
scaffold_1-1102,4.21,1.96,5.62,1.35
scaffold_2-803,2.98,2.99,3.31,1.15
scaffold_3-540,3.97,9.78,2.84,1.08
scaffold_6-721,3.3,3.7,4.1,1.06
scaffold_8-653,3.57,1.96,4.01,1.51
scaffold_7-639,4.16,14.18,4.92,1.62
scaffold_5-583,4.02,4.62,4.59,1.43
scaffold_7-610,4.07,2.34,2.94,1.39
scaffold_3-554,3.79,4.73,4.84,1.53
scaffold_2-809,4.19,1.96,5.46,1.59
scaffold_7-631,3.35,4.29,5.96,1.49
scaffold_8-656,2.6,1.79,2.44,0.82
scaffold_1-1063,3.52,1.85,3.66,1.06
scaffold_4-762,4.19,5.76,4.8,1.53
scaffold_4-761,3.69,3.26,3.24,1.51
scaffold_8-633,4.55,6.63,4.82,1.51
scaffold_1-1135,3.35,3.7,3.42,0.89
scaffold_8-644,4.55,4.78,3.59,1.59
scaffold_2-799,3.46,2.23,3.11,1.06
scaffold_4-752,2.89,1.68,3.42,0.83
scaffold_6-704,5.91,29.94,9.02,1.39
scaffold_2-785,3.42,3.75,2.22,1.29
scaffold_10-270,3.62,2.06,2.2,1.27
scaffold_10-268,3.75,10.71,3.29,1.06
scaffold_1-1144,4.35,10.22,4.39,1.41
scaffold_2-789,3.67,5.22,3.6,1.18
scaffold_3-580,3.87,6.47,2.12,1.59
scaffold_8-639,3.75,0.98,9.04,1.51
scaffold_1-1120,3.41,2.55,3.55,1.15
scaffold_1-1145,3.6,2.5,3.63,1.32
scaffold_100-13,3.08,1.41,2.72,1.38
scaffold_2-791,4.24,3.48,3.19,1.5
scaffold_7-632,4.24,5.54,3.1,1.46
scaffold_5-587,4.01,2.06,2.13,1.23
scaffold_10-266,4.62,8.15,4.92,1.87
scaffold_4-754,3.94,1.25,3.62,1.38
scaffold_2-798,4.12,5.81,3.55,1.56
scaffold_1-1084,3.63,1.68,5.27,1.13
scaffold_10-252,3.76,1.25,3.16,1.21
scaffold_6-719,3.68,1.9,4.85,1.25
scaffold_1-1116,3.63,4.89,3.37,1.34
scaffold_1-1137,3.09,4.73,3.97,1.08
scaffold_3-578,3.11,1.52,2.37,0.94
scaffold_7-625,4.48,6.14,5.05,1.61
scaffold_1-1097,4.03,1.36,3.62,1.42
scaffold_5-586,3.41,2.83,6.3,1.13
scaffold_7-616,4.11,6.19,2.15,1.48
scaffold_38-37,3.49,10.27,3.52,1.08
scaffold_9-488,3.87,6.9,3.2,1.53
scaffold_9-495,4.11,4.51,3.41,1.32
scaffold_6-724,4.61,41.68,2.27,1.53
scaffold_2-792,3.87,19.24,8.09,1.58
scaffold_2-780,4.77,4.89,3.72,1.56
scaffold_5-585,2.86,1.63,2.27,1.1
scaffold_4-772,3.43,1.52,3.12,0.85
scaffold_6-746,3.38,2.34,7.42,1.38
scaffold_6-737,4.23,4.78,3.97,1.52
scaffold_3-568,3.41,1.85,2.72,1.12
scaffold_7-647,3.33,9.13,3.36,1.27
scaffold_9-502,4.1,2.88,5.83,1.22
scaffold_9-497,3.55,3.37,2.07,1.05
scaffold_7-663,3.34,4.08,2.9,1.21
scaffold_2-793,4.48,3.53,7.06,1.38
scaffold_8-668,3.34,1.25,3.24,1.27
scaffold_6-693,3.76,23.31,2.04,1.1
scaffold_4-763,3.72,1.41,4.99,1.17
scaffold_5-598,3.95,4.18,4.03,1.58
scaffold_2-773,4.22,27.12,2.91,1.47
scaffold_3-559,3.79,3.59,4.11,1.29
scaffold_3-573,2.74,1.25,1.48,0.96
scaffold_4-759,3.31,12.93,4.75,1.36
scaffold_4-758,4.34,5.98,4.34,1.25
scaffold_5-600,3.74,0.98,4.79,1.61
scaffold_3-581,3.7,1.25,4.38,1.35
scaffold_3-525,3.23,2.06,2.7,1.08
scaffold_1-1146,3.46,2.17,3.41,1.21
scaffold_9-500,3.36,1.9,3.72,1.26
scaffold_4-764,3.47,1.14,3.45,1.26
scaffold_6-736,3.86,2.34,2.61,0.96
scaffold_5-605,4.41,6.14,3.81,1.25
scaffold_8-654,3.69,6.14,3.55,1.34
scaffold_6-723,3.3,4.24,4.79,1.24
scaffold_5-557,4.43,1.68,3.14,1.59
scaffold_9-489,3.53,1.14,4,1.34
scaffold_7-644,3.44,2.99,4.32,1.42
scaffold_1-1133,3.69,15.05,4.87,1.31
scaffold_9-503,3.06,1.96,3.31,1.09
scaffold_8-640,3.73,5.54,3.57,1.51
scaffold_5-591,5.63,10.11,5.43,1.74
scaffold_2-794,4.26,8.31,3.86,1.66
scaffold_2-819,4.17,16.9,6.9,1.58
scaffold_3669-1,2.44,0.43,1.46,0.83
scaffold_3-586,3.66,1.96,3.94,1.51
scaffold_3-566,4.08,2.88,3.57,1.55
scaffold_6-711,4.04,1.96,2.77,1.09
scaffold_6-739,4.34,3.1,4.39,1.48
scaffold_3-561,3.69,1.79,5.61,1.3
scaffold_1-1160,3.47,4.46,2.36,1.42
scaffold_26-7,3.36,1.03,3.19,1.44
scaffold_2-801,3.25,3.26,2.33,0.9
scaffold_8-651,4.06,11.74,5.76,1.31
scaffold_6-683,4.32,1.36,4.04,1.24
scaffold_7-643,4.05,11.52,2.87,1.57
scaffold_1-1139,3.94,1.74,2.35,1.44
scaffold_8-649,3.54,8.86,5.33,1.14
scaffold_3-592,4.3,15.54,3.71,1.33
scaffold_3-574,3.34,9.02,6.19,1.03
scaffold_6619-1,3.77,1.41,4.7,1.43
scaffold_5-592,4.25,4.35,3.32,1.51
scaffold_7-628,3.55,1.74,3.03,0.78
scaffold_5-559,3.91,1.36,4.97,1.3
scaffold_7-655,4.55,11.25,2.99,1.51
scaffold_8-659,3.99,1.52,4.49,1.49
scaffold_1-1155,3.74,4.46,3.01,1.39
scaffold_6-733,3.47,2.39,2.87,1.28
scaffold_5-594,3.18,2.34,2.9,0.91
scaffold_9-498,4.4,0.92,2.54,1.59
scaffold_5-590,5.18,176.34,2.02,1.34
scaffold_2-802,3.39,2.23,3.84,1.1
scaffold_1-1110,4.48,32.01,1.81,1.46
scaffold_8-626,3.4,8.37,2.78,1.03
scaffold_4-768,4.46,3.97,4.97,1.48
scaffold_1-1109,4.48,10.11,4.47,1.32
scaffold_1-1129,3.51,3.1,3.26,1.26
scaffold_8-670,5.21,38.91,3.83,1.49
scaffold_7-660,4.07,4.95,2.62,1.48
scaffold_8-642,4.06,27.88,6.27,1.34
scaffold_1-1166,3.92,4.08,2.76,1.54
scaffold_8-637,4.39,3.75,4.22,1.49
scaffold_1-1106,3.83,3.48,4.53,1.07
scaffold_2-808,4.34,12.88,4.01,1.44
scaffold_2-812,4.27,6.85,6,1.13
scaffold_7-646,3.1,3.31,2.03,1.1
scaffold_4-751,4.08,3.21,4.61,1.65
scaffold_1-1140,4.22,2.17,3.86,1.53
scaffold_8-650,3.78,6.41,4.92,1.42
scaffold_1-1153,3.77,3.37,3.91,1.01
scaffold_7-636,3.43,3.86,3.8,1.27
scaffold_2-800,4.78,6.85,5.26,1.32
scaffold_6-703,4.86,8.37,2.87,1.48
scaffold_6-727,3.31,3.75,3.39,1.28
scaffold_5-588,3.2,2.66,4.82,1.31
scaffold_1-1124,3.8,1.96,2.14,1.13
scaffold_1-1127,3.56,3.86,5.63,1.34
scaffold_371-1,3.17,9.73,3.55,1.3
scaffold_6-730,4.47,8.37,3.58,1.18
scaffold_5-575,4.84,6.9,7.56,1.68
scaffold_1-1066,4.87,5.6,2.89,1.52
scaffold_1-1157,3.57,8.37,4.09,1.19
scaffold_1-1150,3.18,0.98,2.67,0.87
scaffold_527-1,3.52,3.26,3.48,1.3
scaffold_1-1131,4.32,2.12,3.78,1.73
scaffold_4-766,4.64,14.73,5.55,1.24
scaffold_1-1148,4.13,6.19,6.44,1.28
scaffold_6-738,6.02,56.57,3.7,1.78
scaffold_4-757,3.58,6.68,6.12,1.3
scaffold_3-593,4.03,9.35,3.4,1.54
scaffold_4-767,3.77,3.26,6.65,1.44
scaffold_1-1159,3.89,2.83,4.2,1.32
scaffold_6-728,3.91,2.12,3.8,1.3
scaffold_8-660,4.05,3.42,5.31,1.52
scaffold_4-776,3.94,1.58,4.2,1.38
scaffold_8-667,4.03,3.26,4.52,1.15
scaffold_2-782,4.22,1.85,3.41,1.43
scaffold_1-1181,3.61,5.65,5.3,1.02
scaffold_2-815,4.33,5.33,3.75,1.5
scaffold_8-658,3.34,2.12,3.14,1.41
scaffold_9-506,3.37,1.09,4.5,1.3
scaffold_2-823,3.99,16.41,4.81,1.34
scaffold_3-594,4.08,3.21,5.17,1.31
scaffold_1-1128,4.06,2.39,3.35,1.36
scaffold_2679-1,3.44,8.15,3.13,0.97
scaffold_3-575,3.65,6.9,3.87,1.42
scaffold_5-614,3.72,7.93,2.06,1.11
scaffold_149-4,3.52,1.2,2.82,1.21
scaffold_3-591,4.03,4.73,3.98,1.32
scaffold_2-790,4.39,2.23,6.84,1.5
scaffold_5-610,2.92,1.52,2.6,0.82
scaffold_5-608,3.55,1.74,3.12,1.23
scaffold_6-740,3.32,2.72,4.29,1.14
scaffold_8-679,4.34,4.4,2.3,1.02
scaffold_6-735,3.65,10.49,3.71,1.61
scaffold_8-663,4.18,9.07,2.49,1.46
scaffold_5-582,3.42,0.82,3.84,1.5
scaffold_47-3,3.86,3.21,2.2,1.27
scaffold_4-777,4.19,5.22,4.22,1.39
scaffold_2-810,3.6,2.72,3.62,1.31
scaffold_5-589,3.98,1.36,4.13,1.36
scaffold_8-677,3.69,3.31,5.21,1.28
scaffold_3-583,3.49,1.63,4.4,1.49
scaffold_6-751,3.14,6.85,2.83,1.11
scaffold_7-657,3.61,2.06,4.23,1.63
scaffold_2-827,3.56,1.74,6.14,1.39
scaffold_2-797,4.43,7.23,4.28,1.53
scaffold_9-499,4.47,7.83,3.14,1.41
scaffold_7-656,3.91,6.63,2.78,1.52
scaffold_4-765,4.37,4.29,3.36,1.44
scaffold_5b-21,3.96,5,2.65,1.36
scaffold_2-811,3.81,3.26,3.08,1.42
scaffold_1-1172,3.81,9.46,5.78,1.27
scaffold_6-741,3.71,3.04,4.81,1.32
scaffold_1-1164,3.86,1.47,3,1.55
scaffold_1-1122,4.29,11.25,4.84,1.63
scaffold_2-816,3.41,1.79,3.32,0.87
scaffold_1-1167,3.92,4.89,2.24,1.21
scaffold_8-657,4.48,2.88,3.47,1.61
scaffold_4-720,4.11,4.89,2.93,1.54
scaffold_8-671,3.71,3.7,3.51,1.37
scaffold_8-661,4.24,1.09,4.46,1.5
scaffold_5-603,4.62,1.52,5.22,1.54
scaffold_8-664,3.62,4.18,2.97,1.35
scaffold_4-775,3.28,3.86,4.65,1.19
scaffold_8-646,3.73,3.37,2.59,1.24
scaffold_5-593,4.35,5.71,5.39,1
scaffold_1-1151,3.23,2.77,4.53,1.08
scaffold_2-828,3.89,8.69,3.63,1.57
scaffold_2-814,3.87,16.47,3.92,1.39
scaffold_1-1143,4.13,8.1,2.62,1.52
scaffold_7-645,3.1,4.95,1.22,1.27
scaffold_4-770,3.51,4.18,5.6,1.35
scaffold_7-658,4.58,5.98,3.13,1.39
scaffold_7-638,3.53,3.21,2.6,1.33
scaffold_5-599,4.91,15.16,2.67,1.53
scaffold_6-720,4.04,2.06,5.44,1.44
scaffold_1-1141,4.02,5.43,4.01,1.52
scaffold_4-741,3.24,3.04,2.68,1.42
scaffold_7-654,4.33,2.61,5.59,1.3
scaffold_1-1182,3.31,1.74,1.96,1.15
scaffold_1-1177,3.15,2.5,2.04,0.68
scaffold_8-647,3.22,1.3,2.79,1.2
scaffold_4-796,3.67,1.3,5.83,1.63
scaffold_8-652,3.95,3.26,3.62,1.49
scaffold_151-12,4.06,5.22,5.2,1.29
scaffold_1-1136,3.76,1.68,3.55,1.3
scaffold_6-717,3.33,7.5,1.12,0.85
scaffold_3-598,3.34,4.4,1.54,0.93
scaffold_2-830,3.55,5.05,5.44,1.6
scaffold_109-12,2.72,22.33,0.91,0.64
scaffold_6-748,3.45,5.81,2.77,1.24
scaffold_3-609,3.46,1.9,4.05,1.28
scaffold_1-1149,3.53,2.45,3.57,1.43
scaffold_2-821,3.71,6.09,3.39,1.53
scaffold_4-778,3.54,2.61,2.59,1.11
scaffold_3-613,3.8,3.26,2.87,1.23
scaffold_2-824,5.01,12.66,2.37,1.69
scaffold_4-734,3.9,73.58,1.6,0.67
scaffold_1-1168,3.9,3.75,5.59,1.49
scaffold_7-648,3.69,0.76,3.86,1.5
scaffold_3-607,3.56,2.17,3.32,0.99
scaffold_8-622,3.54,4.78,3,1.62
scaffold_1-1075,4.2,4.35,1.85,1.25
scaffold_1-1161,3.61,4.35,2.71,1.27
scaffold_4-790,3.76,2.72,3.91,1.46
scaffold_1-1142,3.9,1.2,4.03,1.51
scaffold_1-1162,3.76,1.74,2.61,1.27
scaffold_2-818,3.37,4.24,3.29,1.57
scaffold_4-791,3.45,4.51,4.49,1.33
scaffold_10-274,3.48,11.41,4.4,1.4
scaffold_3-602,3.43,3.48,3.68,1.31
scaffold_1-1147,3.36,2.23,4.24,1.2
scaffold_1-1112,3.89,1.85,3.34,1.31
scaffold_8-655,4.54,6.79,4.75,1.38
scaffold_9-496,3.62,1.2,3.77,1.29
scaffold_8-669,4.5,22.5,2.27,1.69
scaffold_3-576,3.92,0.98,4.15,1.43
scaffold_5-601,3.3,15.98,3.3,1.28
scaffold_399-1,4.3,8.15,2.89,1.35
scaffold_2-813,4.16,5.92,1.8,1.42
scaffold_2-825,3.61,4.4,2.27,1.1
scaffold_5-596,3.95,26.03,3.03,1.1
scaffold_6-750,3.38,3.86,4.55,1.42
scaffold_7-661,4.05,2.72,5.1,1.25
scaffold_3-603,3.72,2.99,2.85,1.32
scaffold_9-512,3.67,5.11,2.84,1.51
scaffold_755-1,3.42,4.35,2.14,1.15
scaffold_2-833,3.97,16.25,2.55,1.65
scaffold_1-1130,3.84,1.14,6.37,1.19
scaffold_1-1180,4.21,45.92,1.78,1.33
scaffold_4-797,3.78,1.96,4.26,1.59
scaffold_7-665,4.04,6.14,4.95,1.22
scaffold_2-820,3.74,2.55,3.43,1.38
scaffold_5-607,4.97,10.32,4.4,1.54
scaffold_3-610,4.02,1.85,7.97,1.64
scaffold_1-1186,4.24,12.99,1.97,1.59
scaffold_7-659,5.62,32.77,3.46,1.55
scaffold_6-743,3.05,0.38,2.38,1
scaffold_1-1163,3.12,2.28,3.83,1.11
scaffold_4-773,3.56,3.7,4.36,1.35
scaffold_5-611,4.42,1.47,3.72,1.44
scaffold_7-669,3.95,1.85,2.45,1.2
scaffold_4-779,4.24,18.31,2.26,1.44
scaffold_5-613,4.42,4.62,2.88,1.44
scaffold_38-44,3.71,55.37,3.34,0.86
scaffold_10-273,3.96,7.12,3.23,1.43
scaffold_6-745,3.85,6.14,7.99,1.41
scaffold_2-807,4.03,21.79,2.27,1.44
scaffold_1-1187,4.47,2.06,4.87,1.59
scaffold_242-2,3.63,17.06,3.8,1.51
scaffold_42-6,3.86,10.05,3.12,1.44
scaffold_2-822,4.03,6.41,6.81,1.13
scaffold_6-744,3.73,2.23,4.41,1.29
scaffold_1-1169,4.25,4.56,3.63,1.62
scaffold_1-1195,3.98,1.25,4.86,1.22
scaffold_65-9,5.14,27.22,5.79,1.46
scaffold_9-510,3.95,9.24,2.43,1.58
scaffold_4-813,3.34,1.79,3.1,0.97
scaffold_1-1201,3.53,3.26,5.89,1.03
scaffold_7-675,3.67,1.63,5.66,1.32
scaffold_7-685,4.12,11.79,3.97,1.56
scaffold_4-771,4.25,8.53,3.13,1.51
scaffold_5-609,3.59,0.6,3.31,1.35
scaffold_2-795,3.45,0.98,3.18,1.17
scaffold_2-844,5.1,107.21,1.7,1.47
scaffold_2-796,3.65,2.12,5.28,1.18
scaffold_8-672,3.48,2.77,6.03,1.32
scaffold_1-1192,3.69,5.92,2.99,1.18
scaffold_8-685,4.22,48.58,1.99,1.5
scaffold_2-841,3.77,8.42,3.37,1.41
scaffold_3-604,3.76,6.14,8.91,1.43
scaffold_4-798,3.34,2.45,4.04,1.1
scaffold_3-612,3.39,3.15,5.4,1.19
scaffold_10-275,3.89,4.18,2.94,1.36
